,file,sex,file.num,days.spider.starved,age,humidity,pop,rec.time,temp,time.stamp,code,event,state,state.event,strike,pred.state,chasing
66,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,949759,w,0,walk,walk,0,close,0
67,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,972854,b,pause,walk,pause,0,close,0
68,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,973182,y,ab_lift,walk,ab_lift,0,close,0
69,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,973745,i,turn,walk,turn,0,close,0
70,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,976479,y,ab_lift,walk,ab_lift,0,close,0
71,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,977182,y,ab_lift,walk,ab_lift,0,close,0
72,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,980104,y,ab_lift,walk,ab_lift,0,close,0
73,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,981995,y,ab_lift,walk,ab_lift,0,close,0
74,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,982995,y,ab_lift,walk,ab_lift,0,close,0
75,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,986777,i,turn,walk,turn,0,close,0
76,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,992496,e,0,inch,inch,0,close,0
77,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,998465,f,fly,inch,fly,0,close,0
78,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1008387,g,0,groom,groom,0,close,0
79,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1021466,w,0,walk,walk,0,close,0
80,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1022294,3,0,walk,walk,0,close,0
81,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1028216,r,0,run,run,0,close,0
82,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1029154,4,0,run,run,0,far,0
83,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1034107,w,0,walk,walk,0,far,0
84,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1083454,f,fly,walk,fly,0,far,0
85,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1089970,3,0,walk,walk,0,close,0
86,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1092095,r,0,run,run,0,close,0
87,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1094408,4,0,run,run,0,far,0
88,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1097033,w,0,walk,walk,0,far,0
89,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1100330,r,0,run,run,0,far,0
90,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1104018,w,0,walk,walk,0,far,0
91,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1143989,g,0,groom,groom,0,far,0
92,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1164146,w,0,walk,walk,0,far,0
93,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1177053,3,0,walk,walk,0,close,0
94,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1183335,4,0,walk,walk,0,far,0
95,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1196554,y,ab_lift,walk,ab_lift,0,far,0
96,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1202336,y,ab_lift,walk,ab_lift,0,far,0
97,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1202805,y,ab_lift,walk,ab_lift,0,far,0
98,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1203086,y,ab_lift,walk,ab_lift,0,far,0
99,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1203305,y,ab_lift,walk,ab_lift,0,far,0
100,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1203523,y,ab_lift,walk,ab_lift,0,far,0
101,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1204695,y,ab_lift,walk,ab_lift,0,far,0
102,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1213805,b,pause,walk,pause,0,far,0
103,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1235166,e,0,inch,inch,0,far,0
104,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1235744,s,0,stop,stop,0,far,0
105,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1244400,y,ab_lift,stop,ab_lift,0,far,0
106,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1248432,j,jump,stop,jump,0,far,0
107,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1250322,f,fly,stop,fly,0,far,0
108,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1254354,w,0,walk,walk,0,far,0
109,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1258166,i,turn,walk,turn,0,far,0
110,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1261792,r,0,run,run,0,far,0
111,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1273870,b,pause,run,pause,0,far,0
112,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1276199,f,fly,run,fly,0,far,0
113,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1277042,y,ab_lift,run,ab_lift,0,far,0
114,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1278324,y,ab_lift,run,ab_lift,0,far,0
115,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1286183,w,0,walk,walk,0,far,0
116,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1293012,i,turn,walk,turn,0,far,0
117,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1324592,g,0,groom,groom,0,far,0
118,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1347077,w,0,walk,walk,0,far,0
119,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1358547,g,0,groom,groom,0,far,0
120,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1533602,w,0,walk,walk,0,far,0
121,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1544624,y,ab_lift,walk,ab_lift,0,far,0
122,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1547812,r,0,run,run,0,far,0
123,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1551359,y,ab_lift,run,ab_lift,0,far,0
124,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1552234,y,ab_lift,run,ab_lift,0,far,0
125,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1565937,g,0,groom,groom,0,far,0
126,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1572282,f,fly,groom,fly,0,far,0
127,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1578938,w,0,walk,walk,0,far,0
128,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1593611,g,0,groom,groom,0,far,0
129,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1662679,e,0,inch,inch,0,far,0
130,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1668288,g,0,groom,groom,0,far,0
131,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1723088,e,0,inch,inch,0,far,0
132,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1725244,j,jump,inch,jump,0,far,0
133,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1725979,w,0,walk,walk,0,far,0
134,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1732245,g,0,groom,groom,0,far,0
135,10_1_12_a1m.csv,male,1,N/A,4,N/A,FVW,937,23,1800779,EOF,end_trial,groom,end_trial,0,far,0
136,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,9094,g,0,groom,groom,0,0,0
137,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,145351,f,fly,groom,fly,0,0,0
138,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,147367,w,0,walk,walk,0,0,0
139,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,150211,g,0,groom,groom,0,0,0
140,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,442100,r,0,run,run,0,0,0
141,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,445772,y,ab_lift,run,ab_lift,0,0,0
142,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,446507,y,ab_lift,run,ab_lift,0,0,0
143,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,449163,g,0,groom,groom,0,0,0
144,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,530723,f,fly,groom,fly,0,0,0
145,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,538661,b,pause,groom,pause,0,0,0
146,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,540192,f,fly,groom,fly,0,0,0
147,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,542333,y,ab_lift,groom,ab_lift,0,0,0
148,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,545568,h,0,timeout,timeout,0,0,0
149,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,575749,e,0,inch,inch,0,0,0
150,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,610172,d,wing_disp,inch,wing_disp,0,0,0
151,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,618032,i,turn,inch,turn,0,0,0
152,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,623985,g,0,groom,groom,0,0,0
153,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,635893,1,0,groom,groom,0,far,0
154,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,640393,w,0,walk,walk,0,far,0
155,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,642924,d,wing_disp,walk,wing_disp,0,far,0
156,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,648128,d,wing_disp,walk,wing_disp,0,far,0
157,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,656206,3,0,walk,walk,0,close,0
158,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,663300,b,pause,walk,pause,0,close,0
159,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,664707,w,0,walk,walk,0,close,0
160,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,666707,4,0,walk,walk,0,far,0
161,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,680864,g,0,groom,groom,0,far,0
162,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,693521,3,0,groom,groom,0,close,0
163,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,697489,r,0,run,run,0,close,0
164,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,700615,4,0,run,run,0,far,0
165,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,710037,w,0,walk,walk,0,far,0
166,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,744289,b,pause,walk,pause,0,far,0
167,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,747101,w,0,walk,walk,0,far,0
168,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,761258,g,0,groom,groom,0,far,0
169,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,772556,w,0,walk,walk,0,far,0
170,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,777665,g,0,groom,groom,0,far,0
171,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,803340,3,0,groom,groom,0,close,0
172,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,808715,w,0,walk,walk,0,close,0
173,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,816934,s,0,stop,stop,0,close,0
174,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,942905,w,0,walk,walk,0,close,0
175,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,948874,b,pause,walk,pause,0,close,0
176,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,950828,w,0,walk,walk,0,close,0
177,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,953672,6,0,walk,walk,0,close,chase
178,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,958141,4,0,walk,walk,0,far,chase
179,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,961875,7,0,walk,walk,0,far,chase
180,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,966517,g,0,groom,groom,0,far,0
181,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,987643,i,turn,groom,turn,0,far,0
182,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,988612,w,0,walk,walk,0,far,0
183,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,992847,g,0,groom,groom,0,far,0
184,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1021770,w,0,walk,walk,0,far,0
185,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1039146,g,0,groom,groom,0,far,0
186,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1050631,y,ab_lift,groom,ab_lift,0,far,0
187,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1051006,y,ab_lift,groom,ab_lift,0,far,0
188,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1051412,y,ab_lift,groom,ab_lift,0,far,0
189,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1056225,g,0,groom,groom,0,far,0
190,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1163402,y,ab_lift,groom,ab_lift,0,far,0
191,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1164027,y,ab_lift,groom,ab_lift,0,far,0
192,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1169340,e,0,inch,inch,0,far,0
193,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1173965,g,0,groom,groom,0,far,0
194,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1182934,3,0,groom,groom,0,close,0
195,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1196935,y,ab_lift,groom,ab_lift,0,close,0
196,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1197482,y,ab_lift,groom,ab_lift,0,close,0
197,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1198154,y,ab_lift,groom,ab_lift,0,close,0
198,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1198841,y,ab_lift,groom,ab_lift,0,close,0
199,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1199404,y,ab_lift,groom,ab_lift,0,close,0
200,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1199904,y,ab_lift,groom,ab_lift,0,close,0
201,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1200607,y,ab_lift,groom,ab_lift,0,close,0
202,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1204873,y,ab_lift,groom,ab_lift,0,close,0
203,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1210357,y,ab_lift,groom,ab_lift,0,close,0
204,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1212670,y,ab_lift,groom,ab_lift,0,close,0
205,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1215326,r,0,run,run,0,close,0
206,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1216764,4,0,run,run,0,far,0
207,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1218733,w,0,walk,walk,0,far,0
208,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1228343,y,ab_lift,walk,ab_lift,0,far,0
209,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1228999,y,ab_lift,walk,ab_lift,0,far,0
210,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1229483,y,ab_lift,walk,ab_lift,0,far,0
211,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1278861,g,0,groom,groom,0,far,0
212,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1296174,i,turn,groom,turn,0,far,0
213,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1299940,3,0,groom,groom,0,close,0
214,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1307456,f,fly,groom,fly,0,close,0
215,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1309894,4,0,groom,groom,0,far,0
216,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1314019,b,pause,groom,pause,0,far,0
217,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1319363,y,ab_lift,groom,ab_lift,0,far,0
218,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1320660,w,0,walk,walk,0,far,0
219,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1322238,y,ab_lift,walk,ab_lift,0,far,0
220,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1328660,f,fly,walk,fly,0,far,0
221,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1335020,b,pause,walk,pause,0,far,0
222,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1336161,f,fly,walk,fly,0,far,0
223,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1339802,g,0,groom,groom,0,far,0
224,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1349724,w,0,walk,walk,0,far,0
225,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1351615,i,turn,walk,turn,0,far,0
226,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1353146,g,0,groom,groom,0,far,0
227,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1361490,w,0,walk,walk,0,far,0
228,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1363006,r,0,run,run,0,far,0
229,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1372428,w,0,walk,walk,0,far,0
230,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1377225,3,0,walk,walk,0,close,0
231,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1386132,z,capture,walk,capture,0,close,0
232,10_26_12_a1f.csv,female,4,N/A,4,45%,FVW,937,23,1388648,EOF,end_trial,walk,end_trial,0,close,0
233,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,4537,w,0,walk,walk,0,0,0
234,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,23663,b,pause,walk,pause,0,0,0
235,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,24710,e,0,inch,inch,0,0,0
236,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,26882,b,pause,inch,pause,0,0,0
237,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,28773,y,ab_lift,inch,ab_lift,0,0,0
238,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,29086,y,ab_lift,inch,ab_lift,0,0,0
239,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,29304,y,ab_lift,inch,ab_lift,0,0,0
240,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,35829,g,0,groom,groom,0,0,0
241,10_26_12_a2f.csv,female,5,N/A,3,45%,FVW,1008,23,47033,w,0,walk,walk,0,0,0
