file.num,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,state.event,strike,pred.state,chasing,predator
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,983266,g,0,groom,groom,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1017064,w,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1020625,g,0,groom,groom,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1074022,w,0,walk,walk,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1088877,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1098005,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1098567,y,ab_lift,walk,ablift,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1104548,g,0,groom,groom,0,far,0,mantid
3,03_17_2013_b3M.csv,Male,3,FVW,23,1025,20,1869281,EOF,end_trial,groom,end_trial,0,far,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,1220,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,26671,g,0,groom,groom,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,46761,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,80074,d,wing_disp,walk,wingdisp,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,166040,g,0,groom,groom,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,172719,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,181117,j,jump,walk,jump,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,182934,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,201781,y,ab_lift,walk,ablift,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,225230,g,0,groom,groom,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,417796,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,423349,g,0,groom,groom,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,461865,w,0,walk,walk,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,477826,y,ab_lift,walk,ablift,0,0,0,mantid
4,03_17_2013_b4F.csv,Female,3,FVW,16,1057,21,513900,g,0,groom,groom,0,0,0,mantid
