file.num,file,sex,age,humidity,rec.time,temp,time.stamp,code,event,state,state.event,strike,pred.state,chasing,predator,date
4,10_26_12_a1f.csv,female,4,45,937,23,1336161,f,fly,walk,fly,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1339802,g,0,groom,groom,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1349724,w,0,walk,walk,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1351615,i,turn,walk,turn,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1353146,g,0,groom,groom,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1361490,w,0,walk,walk,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1363006,r,0,run,run,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1372428,w,0,walk,walk,0,far,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1377225,3,0,walk,walk,0,close,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1386132,z,capture,walk,capture,0,close,0,spider,10_26_12
4,10_26_12_a1f.csv,female,4,45,937,23,1388648,EOF,end_trial,walk,end_trial,0,close,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,4537,w,0,walk,walk,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,23663,b,pause,walk,pause,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,24710,e,0,inch,inch,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,26882,b,pause,inch,pause,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,28773,y,ab_lift,inch,ab_lift,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,29086,y,ab_lift,inch,ab_lift,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,29304,y,ab_lift,inch,ab_lift,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,35829,g,0,groom,groom,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,47033,w,0,walk,walk,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,53470,d,wing_disp,walk,wing_disp,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,93582,g,0,groom,groom,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,157241,w,0,walk,walk,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,161054,g,0,groom,groom,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,165304,h,0,timeout,timeout,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,236870,g,0,groom,groom,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,245589,w,0,walk,walk,0,0,0,spider,10_26_12
5,10_26_12_a2f.csv,female,3,45,1008,23,248043,y,ab_lift,walk,ab_lift,0,0,0,spider,10_26_12
