,file,sex,age,pop,humidity,rec.time,temp,time.stamp,code,event,state,strike,pred.state,chasing,file.num,date,predator
526,1_4_14,Female,4,FVW,31,930,21,1822819,s,0,stop,0,far,0,3,1_4_14,nopred
527,1_4_14,Female,4,FVW,31,930,21,1823425,f,fly,stop,0,far,0,3,1_4_14,nopred
528,1_4_14,Female,4,FVW,31,930,21,1824760,s,0,stop,0,far,0,3,1_4_14,nopred
529,1_4_14,Female,4,FVW,31,930,21,1825324,f,fly,stop,0,far,0,3,1_4_14,nopred
530,1_4_14,Female,4,FVW,31,930,21,1826732,s,0,stop,0,far,0,3,1_4_14,nopred
531,1_4_14,Female,4,FVW,31,930,21,1828204,f,fly,stop,0,far,0,3,1_4_14,nopred
532,1_4_14,Female,4,FVW,31,930,21,1828716,s,0,stop,0,far,0,3,1_4_14,nopred
533,1_4_14,Female,4,FVW,31,930,21,1829884,w,0,walk,0,far,0,3,1_4_14,nopred
534,1_4_14,Female,4,FVW,31,930,21,1831615,f,fly,walk,0,far,0,3,1_4_14,nopred
535,1_4_14,Female,4,FVW,31,930,21,1832467,w,0,walk,0,far,0,3,1_4_14,nopred
536,1_4_14,Female,4,FVW,31,930,21,1833796,f,fly,walk,0,far,0,3,1_4_14,nopred
537,1_4_14,Female,4,FVW,31,930,21,1834412,w,0,walk,0,far,0,3,1_4_14,nopred
538,1_4_14,Female,4,FVW,31,930,21,1836004,f,fly,walk,0,far,0,3,1_4_14,nopred
539,1_4_14,Female,4,FVW,31,930,21,1836893,w,0,walk,0,far,0,3,1_4_14,nopred
540,1_4_14,Female,4,FVW,31,930,21,1837947,f,fly,walk,0,far,0,3,1_4_14,nopred
541,1_4_14,Female,4,FVW,31,930,21,1838524,w,0,walk,0,far,0,3,1_4_14,nopred
542,1_4_14,Female,4,FVW,31,930,21,1839387,f,fly,walk,0,far,0,3,1_4_14,nopred
543,1_4_14,Female,4,FVW,31,930,21,1840299,s,0,stop,0,far,0,3,1_4_14,nopred
544,1_4_14,Female,4,FVW,31,930,21,1841059,w,0,walk,0,far,0,3,1_4_14,nopred
545,1_4_14,Female,4,FVW,31,930,21,1841571,f,fly,walk,0,far,0,3,1_4_14,nopred
546,1_4_14,Female,4,FVW,31,930,21,1843955,s,0,stop,0,far,0,3,1_4_14,nopred
547,1_4_14,Female,4,FVW,31,930,21,1844612,f,fly,stop,0,far,0,3,1_4_14,nopred
548,1_4_14,Female,4,FVW,31,930,21,1847246,w,0,walk,0,far,0,3,1_4_14,nopred
549,1_4_14,Female,4,FVW,31,930,21,1873165,g,0,groom,0,far,0,3,1_4_14,nopred
550,1_4_14,Female,4,FVW,31,930,21,1882222,w,0,walk,0,far,0,3,1_4_14,nopred
551,1_4_14,Female,4,FVW,31,930,21,1899103,y,ab_lift,walk,0,far,0,3,1_4_14,nopred
552,1_4_14,Female,4,FVW,31,930,21,1913784,EOF,end_trial,walk,0,far,0,3,1_4_14,nopred
